regulatoryGene	targetGene	weight
AR	BAZ2B	0.0152846188008505
ARID2	ACTA1	0.0152842638179915
ATF3	AC116614.1	0.0152825797562645
ATF1	AXL	0.0152813827118638
ARID3B	AGTRAP	0.0152812393787232
ARID3A	ALDH3A2	0.0152712862400607
ATF6B	ACAP1	0.015265550284399
BACH1	ANKRD17	0.0152590274495616
ARID2	AHSA2	0.0152490141571822
ATF3	ABHD18	0.015236575110318
ATF1	ACP2	0.0152301152819182
ATF2	ACO1	0.0152085092611822
ARID3B	ACO1	0.015208055166395
ATF3	ARF5	0.0152060300473712
ARNT2	ASH1L	0.0151796830531081
AR	ABCC10	0.0151791548463755
ATF2	ADAM23	0.0151748400569176
ATF1	ALG6	0.0151736616758784
BBX	ACYP1	0.0151496022290536
AR	AC005609.16	0.0151488317370635
ATF3	ADAM17	0.0151277400593534
AR	AP1B1	0.0151273716248754
AR	ARMC6	0.0151192851035204
ARID3B	AP001347.6	0.0151000429200973
ATF1	ADAT2	0.0150946208836606
ARID3B	AC005609.16	0.0150924166690393
AR	ATP6AP2	0.0150838256767721
BBX	ATP5I	0.0150657808070665
ATF6B	ARMCX3	0.0150649556148504
ARID2	ACAT2	0.0150585695637391
ATF1	ARHGAP12	0.0150553497964835
BACH1	ANKS6	0.0150285230982959
BBX	AC012146.7	0.0150253543759058
ATF1	ATG5	0.0150213158275547
ARID3B	ACADVL	0.0150188005681299
ATF3	ADO	0.0149995919182861
ARID3A	BBX	0.014995026811895
ATF1	BAMBI	0.0149944427988191
ARID3B	ANKRD26	0.0149883760534069
ATF1	ATP6V0E1	0.0149733517752482
AR	ATP6AP1	0.0149709513423693
ATF2	ARMC1	0.014959752465531
ARID3B	ABCB7	0.0149537114614287
BBX	ARPC1B	0.0149419013824957
ATF6	ASTN2	0.01493151426592
ATF3	ARHGAP11B	0.0149302521248342
ATF1	ATP2B4	0.0149214786117387
ATF3	ACSS3	0.0149014864801098
BBX	ATXN7L3	0.0148950122362609
ARID3A	ARL14EP	0.0148919639725458
ATF2	ACTN4	0.0148805368898806
ATF6	AARS2	0.0148698504304805
ARID2	ACAP2	0.014856134351572
ARID2	AC068282.3	0.0148557913481849
ARID3B	AMD1	0.0148546502166211
ARID3A	ARMC5	0.0148368188368037
ATF1	ADD1	0.0148080082699329
BBX	AAMDC	0.0148025599331842
ARID3A	BAIAP2L1	0.0147942362319368
AR	ARPP19	0.0147868977660598
ARNT2	B3GNT7	0.0147802976608555
ARNT2	AC005062.2	0.014740295018387
ARID3B	ARL6IP5	0.0147363897369233
BBX	ABRACL	0.0146837680316745
ATF3	ACBD3	0.0146759450945744
ATF1	AIM1	0.0146739515903329
ARID2	ATMIN	0.0146668547010159
ATF2	ACAA1	0.0146491635904437
ATF2	ARL16	0.0146385076852329
BBX	ATXN7L3B	0.0146340513295342
ATF6	ADPRHL2	0.0146270363726361
ARID2	ATPIF1	0.0146255118450231
ARID2	ARFGAP2	0.0146093283954479
ATF2	ACAD8	0.0146090913727419
BBX	AC009245.3	0.0146019337632636
ARID2	ABL2	0.0145971736765788
BACH1	AMZ2P1	0.0145811982255217
BACH1	ANKRD12	0.0145649098591808
ARID2	AGTPBP1	0.0145626878389943
ATF1	ADD2	0.0145197647883378
AR	ACTR8	0.0145069302654107
BACH1	ARHGEF26	0.0144829269578073
ARID2	ASH2L	0.0144824180145181
ARNT2	ACTR3	0.0144748294110946
ARID2	ANKRD13C	0.0144692631785069
BACH1	ADAMTS7	0.0144682192150293
ATF6B	B3GAT3	0.0144573240777899
ATF6B	AP001347.6	0.0144545586053455
ATF3	ARL17B	0.0144448517021519
BACH1	BBIP1	0.0144394104278992
AR	ALG2	0.0144242853070015
ATF1	ANXA6	0.0144165260327471
BACH1	ATP13A1	0.0144058774415391
ATF1	ALG13	0.0144000843657001
ARNT2	ARF5	0.0143923257449415
ATF6	AIP	0.0143704987081246
ATF6B	ADAM17	0.0143485915337717
BACH1	ARMCX3	0.0143336085830583
BBX	AZIN1	0.0143229269361277
BACH1	ARIH2	0.0143199127121459
ATF6B	ATP5S	0.0143165965692486
BACH1	ATF1	0.0143072646136291
BBX	ATG3	0.01430395498115
ARID3A	ARHGAP12	0.0142975961369202
ARNT2	ATP6V0B	0.0142876382663093
ATF3	ASB6	0.0142815698482362
ARID3A	ANAPC4	0.0142809468531711
ARID2	ARFGAP1	0.0142781310205507
ATF3	ALDOA	0.014274176483947
ATF2	ADNP	0.0142740182644152
ARID3A	ANO10	0.0142729447949248
ATF3	B4GALT3	0.0142572306144246
ARID3A	ASCC3	0.0142566208199984
ARID3B	AUP1	0.0142519380955809
ATF3	ADAM10	0.0142434738224463
AR	ARCN1	0.0142243044417857
AR	ALKBH7	0.0142235562386705
ATF6B	AC011288.2	0.0142157777143406
ARID3B	BAZ2B	0.0141955845156292
BACH1	ANKIB1	0.014175878125296
ARNT2	ATP6V1D	0.0141517994618073
ATF6	ANKRD18B	0.0141470339132146
ARID3A	AC090498.1	0.014136707909058
ATF3	ATP6V1A	0.0141365713691796
BACH1	ABL2	0.0141239623835236
ATF6	AIDA	0.0141196108006789
ATF3	ANKRD13D	0.0140975068088555
ARID3B	ACAD8	0.0140934001587956
ATF1	BBIP1	0.0140849652278187
ATF3	ARAF	0.0140849605586972
BBX	ARID1A	0.0140842873530333
ATF4	ANKRD16	0.0140790204915989
ATF1	ATXN2L	0.0140773529218099
ATF3	AC141586.5	0.0140717689056131
ATF3	AK2	0.0140716664756111
BBX	ACTR1A	0.0140685167671256
ATF6	APELA	0.0140683517101358
ATF2	BAG1	0.0140570666220736
ATF6	ARVCF	0.0140525437064666
ATF3	ADH5	0.0140519664314723
ATF1	ALS2	0.0140346193335896
ATF3	AMOTL1	0.0140337043309569
ATF3	AFAP1L1	0.0140286049188631
ARID3A	ADAT2	0.0140164348594419
ARID3B	ARF4	0.0140125928747979
ATF6B	APELA	0.0140123253806557
ATF6	ATR	0.014005422141909
ATF2	ASCC3	0.0139991114404547
BACH1	ATP6AP1	0.013989488206096
ARID3B	APLP2	0.0139893723050738
ARID3B	ATP5G2	0.0139883870380045
ARID2	AFTPH	0.0139592035619524
ARNT2	ADAMTS8	0.0139206652239811
BBX	AASDHPPT	0.0138982150988942
ARID3A	AP5M1	0.0138972799365388
ARID3B	AKT2	0.0138956942202251
BBX	ADAM12	0.0138846671922141
ATF6	AGK	0.0138805067265078
BACH1	ARHGAP12	0.0138686887696425
ATF2	ANKRD6	0.0138588199660973
ATF3	ADGRV1	0.0138496589646785
ATF3	ARMC9	0.0138447192218648
ARID2	ATP6V1F	0.0138434178188593
ARID3B	ANAPC4	0.013842703978394
ATF3	ADGRL2	0.0138175510634201
ATF1	ATG16L1	0.0138157076969839
BACH1	ANAPC16	0.0137940886230895
BBX	ATXN2	0.0137781310867548
BACH1	AUTS2	0.0137556395967313
ATF3	AGFG1	0.0137356962137005
ATF3	APOA1BP	0.0137315609300837
ARID3A	ARMCX3	0.0137140877314648
ATF2	ANO10	0.0137018459110337
ARID3A	ATP5F1	0.0136985547001499
ARID2	AP2B1	0.0136963153224143
BBX	ALG2	0.0136903708558693
ARID3B	ADAT2	0.0136762372639034
ARID2	AIF1L	0.0136552092189278
ATF2	ARHGAP44	0.0136382851464965
ATF6B	ACIN1	0.0136288821046409
ARID3A	ATP6V1B2	0.0136238156888189
BACH1	ATP6V1B2	0.0136112891325339
ATF3	APPBP2	0.0136082431753095
BACH1	ATG5	0.013605829024225
BBX	AMBRA1	0.0136047306297147
ATF2	ARHGAP5	0.013602131043533
BBX	ADGRL3	0.0135986636825062
ATF6	AXL	0.0135899542651109
AR	AKAP1	0.0135872893408801
ARNT2	ADO	0.0135840024664178
ATF3	ABHD8	0.0135823840545944
ARID3A	ASPH	0.0135780327855104
ARID3A	ANKS6	0.0135645638405466
AR	ARL16	0.013538021566763
BBX	AC012358.8	0.0135272679717688
AR	BBS4	0.0135232156983253
ARNT2	ACSS3	0.0135148202714602
ATF2	ABHD12	0.0135101570270395
BBX	AKR7A2	0.0134883322884945
ATF1	ANOS2P	0.0134855348194356
ATF6	AP4S1	0.0134770823545465
ATF6	ARL4C	0.0134701336656004
ATF6B	ATAD3A	0.0134695735989822
ARNT2	ATP5G2	0.0134512914985577
ATF1	ABHD18	0.0134485103284287
ATF2	ANKS3	0.0134326059132882
ATF6B	ATG101	0.013399665056335
ATF3	AURKAIP1	0.0133848187065851
AR	ADAMTS16	0.0133699189673755
BBX	ACADM	0.0133658094933293
ARNT2	ADGRA3	0.0133621607199487
ATF3	ATF1	0.0133557719362838
ARID3B	ATP5F1	0.0133548633802409
BACH1	APELA	0.0133537003007348
ARNT2	ANGPTL4	0.0133438621466812
ATF6	AGBL5	0.0133372577644774
ARID2	ARHGAP21	0.0133349305629325
ATF3	ANKRD12	0.0133336039201146
ARID3A	AC011288.2	0.0133272078291936
ATF1	ARMC5	0.013326421354488
ATF2	ASPH	0.0133189690094787
ATF6B	ASCC2	0.0133163550834267
ARID3A	ATP11C	0.0132924636862337
ARID3B	ADAL	0.0132815168184339
ATF6	AIF1	0.0132648204748074
ATF6B	ACVR2B	0.0132497789008051
ARID2	AIG1	0.0132425056572272
BACH1	ATAD3A	0.0132399492134345
ARID3B	ASH1L	0.0132316962592224
ATF6B	ANKRD18CP	0.0132278688065154
ARNT2	ARPC2	0.0132255701686303
AR	ACTR1A	0.0132225584419853
ARID2	B4GAT1	0.0132200268579247
BACH1	ASPH	0.0132030438033583
ATF1	ATG101	0.0132015785625397
ATF2	AC024560.3	0.0131950744077185
ATF6	AKAP10	0.0131854880137703
ATF6B	ATP6AP1	0.0131808820901465
ARID3B	ACLY	0.0131639475344793
ATF6	ADAMTS13	0.0131505703260904
ATF3	ALG5	0.0131479631957877
AR	ARHGEF11	0.0131437546553417
ARID2	ANKRD26	0.0131278300689413
ATF6B	ABL2	0.013122638642459
ATF6B	AURKB	0.0131187388910083
ARID3B	ARSK	0.0131147455611417
AR	ATP5SL	0.01310823020107
ARNT2	ABHD5	0.0131044655063796
AR	ACOT13	0.013088388278098
ARID2	ARL14EP	0.0130851973297623
ATF1	ART5	0.0130838674638004
ATF6	ARSB	0.0130772058344455
ATF6	AC009120.6	0.0130698815951286
ATF2	ANKRD42	0.0130688587197999
ARID2	ASRGL1	0.0130613153197798
AR	ACIN1	0.0130590321728702
ATF6B	BASP1	0.0130494335427291
ATF2	AKT2	0.0130452531900122
AR	AIFM1	0.0130437187939746
ATF3	AP1B1	0.0130436006878751
ATF6B	ARHGAP21	0.0130400270072574
ATF1	AK3	0.013023032085305
ATF2	ACACB	0.0130104188700739
BACH1	ARFGAP2	0.0130037768229252
BACH1	ARMC8	0.0129979235217722
AR	ARHGAP12	0.0129945783214676
ARNT2	ATF1	0.0129858595342154
BACH1	ACP2	0.0129636126330544
BBX	ATP6V1C1	0.0129500669482049
ARID3A	ACAT2	0.0129434243465958
ATF4	ALAS1	0.0129427843475731
BBX	AC093323.3	0.0129045651937008
ATF6B	AKAP1	0.0129030326760535
ATF1	ARHGAP21	0.0128932278380805
BBX	AGL	0.0128845172900087
ATF6B	ALG13	0.0128735029670437
ATF6	AIM1	0.0128654663362143
BBX	AC009403.2	0.0128590822426482
ATF6B	APIP	0.012858539558703
BACH1	ALDH3A2	0.0128525325588241
ARID3B	ARMC1	0.0128359177383293
ATF1	ASNSD1	0.0128317906840434
ATF1	AC093323.3	0.0128316380633935
ATF3	ATAD3B	0.012827039147843
ARID2	AC090498.1	0.012816873703664
BACH1	ARHGEF10	0.0128155345675891
ATF1	ADAMTS7	0.0127938158080107
ATF6	ATG10	0.0127909195702635
ATF6	ADD2	0.0127838682068156
ATF1	ANKRD26	0.0127736876557657
ATF2	AFTPH	0.0127691404959651
BBX	ARL4C	0.0127664411981474
ARID2	AKAP8L	0.0127597958498675
ARID3A	ARFGAP2	0.0127341638634008
ATF2	ARPC2	0.0127219524842262
ATF6	ANKRD29	0.0127213221836475
ATF6	AASDH	0.0127202980530148
AR	APPBP2	0.0127201230179384
ARNT2	AGFG1	0.0127183204802132
ARID3A	BACH1	0.0127137629206679
ARNT2	B4GALT3	0.0126953516418252
BACH1	ANKRD18CP	0.0126950534981563
ATF6	AATF	0.0126836982250322
ARNT2	AMOTL1	0.0126776101632053
ATF1	ANXA1	0.0126757240514648
AR	ACBD6	0.0126696947120454
ARID3B	ARPP19	0.0126690971793015
ARID3A	ASRGL1	0.0126683829264221
ATF3	ATE1	0.0126635114981716
ATF3	ARHGEF7	0.0126552794711106
ARNT2	AURKAIP1	0.0126406633746445
ATF4	AUNIP	0.0126405556374153
ARNT2	AC141586.5	0.0126369170783603
ATF3	ADGRB1	0.0126273034111998
ARID3B	APLP1	0.0126261938643988
ARID3A	AP5Z1	0.012616949826442
AR	ATG101	0.0126168805962267
ARID3B	ARPC1B	0.0126162120402997
ATF1	AASDHPPT	0.0126001078543224
ARNT2	ARAF	0.0125983821960646
ATF3	ADAR	0.0125861756619063
ATF6B	B3GNT5	0.0125848790083623
ARID2	ASAP1	0.0125809665876924
ATF6B	AUTS2	0.0125762171586109
ATF2	ATP8A2	0.0125730216013466
ARID2	ALDH2	0.012568055293323
AR	APPL1	0.0125637694445815
AR	ANKMY1	0.0125526835137406
ARID3A	ANKIB1	0.0125509312613583
ATF1	AEBP1	0.0125470756401522
ARNT2	AFAP1L1	0.0125452980468325
ATF3	ATP5F1	0.0125373974449939
ARNT2	ACADVL	0.0125337195794096
BACH1	AMDHD2	0.0125322555068995
ATF6B	ARID4A	0.012522521167327
ARID2	AP5M1	0.0125158431492794
ATF6B	ASL	0.0125044068995127
ATF2	AHSA1	0.0124988470445395
BACH1	ARVCF	0.0124813520622628
ARID2	ARHGAP12	0.0124769939655651
ATF6B	ACBD6	0.012469582522185
ARID3B	ADPGK	0.0124505150285576
ARID2	ADAT2	0.0124414472192885
ARID3A	ANKRD18CP	0.0124392844878622
ATF6	APLP1	0.0124360835640067
ARID3B	ATRAID	0.0124358945895194
ATF6	ACTL6A	0.0124313414309671
ARID3A	ALG3	0.0124298337967082
ATF2	AHSA2	0.0124266583472431
ARID2	ASF1B	0.0124190078712789
ARID2	ABHD13	0.0124184733631382
AR	ANO6	0.0124154971439494
ATF2	ASH1L	0.0123783229202884
AR	ANO9	0.0123703836291881
ARID3A	ATAD3A	0.0123641630834077
ATF3	AC005062.2	0.0123605455776008
BBX	ALDOA	0.0123569341168517
ATF2	BAG5	0.0123458125314764
AR	ARHGAP21	0.0123404430329764
ATF1	B3GAT3	0.0123379184615853
BBX	APLP1	0.0123312197110309
ATF2	ARL6IP5	0.0123298050371868
ARNT2	ATP5H	0.0122892836352536
ARNT2	ADAR	0.0122875123894715
BACH1	BASP1	0.0122848161512291
BBX	ATP2B4	0.012280884950892
ATF2	AC013461.1	0.0122793595723809
ATF6B	ATMIN	0.0122755670811714
ATF2	AC007566.10	0.0122713644622432
ARID3B	ADI1	0.0122691099937362
BACH1	AK6	0.0122675925792303
BACH1	AGPAT5	0.0122668905149559
ATF1	ATAD2	0.0122515892955128
ARID3B	ARMT1	0.0122493310246822
ARNT2	ANXA5	0.0122463232928609
ARID3B	AC013461.1	0.0122140218469076
ARNT2	ANKRD13D	0.0122069384864192
ATF1	APTX	0.0122033148745908
AR	ACO1	0.0121949308056581
ATF2	ADI1	0.0121945152714044
BACH1	ARMC5	0.0121928153593494
ARNT2	AKIRIN1	0.0121904942256294
ATF1	AC074289.1	0.0121873351596556
AR	ATHL1	0.0121706144175401
ATF3	ARL14EP	0.0121638415666788
BACH1	ACTA1	0.012159689522494
BACH1	B3GAT3	0.0121557976205266
ARNT2	ADGRL2	0.0121479321677108
ATF3	AUP1	0.0121458978759705
AR	BBX	0.0121109883577361
ATF2	ASH2L	0.0121066558723656
ATF6	ANKRD16	0.0121017664229791
ARID3A	AP1S2	0.0120917441116321
ARID3A	ARSB	0.0120894090813628
BBX	ASAP2	0.0120880275447702
ATF4	ASPHD1	0.0120842844042991
ARID3A	B3GNT7	0.0120837598195671
AR	ANKRD35	0.0120794475363616
AR	AC090498.1	0.0120778828995151
ATF6	ANO5	0.0120584281484922
ATF3	ALOX12P2	0.0120560094001958
BBX	ATG10	0.0120478468747737
BBX	B4GALT7	0.0120475516749963
ARID2	AP5Z1	0.0120460793196799
ATF2	ATXN7L3	0.0120391121325686
ATF1	BBS7	0.0120334088614866
AR	BACH1	0.0120331372396596
ARID3B	ANKRD17	0.0120322896391452
ATF3	ALG3	0.012028979482132
ATF6B	ADD1	0.0120247430987517
ARID3B	AP5Z1	0.0120215341305273
ATF6B	ARVCF	0.0120194719468737
ATF2	BAG6	0.0120112597211745
ATF6	ALAD	0.0120085615947239
ATF2	AMMECR1L	0.0120083464323171
AR	AP3B1	0.0120073042526036
ARID3A	APEH	0.0120022962461173
ATF6	ASL	0.011991553681046
ARNT2	ATP6V1A	0.0119833258622944
ARID3A	ATP5B	0.0119725653868234
ARID3A	B3GALNT2	0.0119686373211885
AR	ATRX	0.0119635879195358
ARID3B	AZIN1	0.0119606260054299
ARID3A	ATG101	0.0119554682670775
ATF3	ABHD17B	0.0119529393210479
ATF3	APEX1	0.0119529162382121
ARID2	ALG6	0.0119461355023965
ATF1	ATMIN	0.0119402765300143
ATF6B	ARV1	0.0119273207833791
ARID3B	AHSA1	0.0119142389433495
ARID3B	ADGRL3	0.0119086266948137
ATF6B	ARHGEF11	0.0119068660833098
AR	ANKS1A	0.0119010086429946
ATF3	ACTN1	0.0119008539011427
ATF2	AIFM1	0.011891483983664
BACH1	ADRBK2	0.011886777499868
ARNT2	ACD	0.0118648697680564
ATF6B	AMZ2P1	0.0118638014885293
ATF3	ALG2	0.0118626217332138
ATF6	AUNIP	0.0118616816007219
AR	ANKS3	0.0118540997743441
ARID3B	BBX	0.0118425439403957
ATF6B	BACH1	0.0118342952263918
ATF6	ANAPC15	0.0118234823051662
AR	ACBD3	0.0118233136424702
ARNT2	ABHD8	0.0118230979556101
ARID3B	BAIAP2L1	0.0118194231524206
ARID3A	AP002954.4	0.0118168100813131
ARNT2	ARMC9	0.0118124037238857
ATF1	ACTR3	0.0118006602744218
ARNT2	ARHGEF7	0.0117966700047378
ARID2	ANKIB1	0.011786517149057
ATF3	ATP5L	0.0117625562929505
ATF6B	ARFRP1	0.0117619368379492
ATF3	ATP6V0A2	0.0117483869937969
ARID3B	ARFGEF1	0.011742397530646
ATF2	ABCF1	0.0117406594526479
ATF6	ATP6V1E1	0.0117397475497484
BACH1	ATPAF1	0.0117384868430377
ARNT2	ADCK5	0.0117362960323888
ARID3B	ARL14EP	0.0117342899560793
AR	ATP5G3	0.0117306492350673
BACH1	BARD1	0.0117272674643679
ARID3A	ATP13A1	0.011703590420838
ATF6	AC012358.8	0.0116990227862643
AR	ARMT1	0.0116825916850415
ATF3	B3GAT3	0.0116798998651769
ATF3	AFG3L2	0.011676455658895
BACH1	AC011288.2	0.0116733539320175
ATF6	ATP13A3	0.0116701431012188
ATF1	ATF7IP	0.0116661781109359
ATF3	ANP32E	0.0116561141097313
BACH1	B3GALNT2	0.0116503469038068
ATF2	ADAT2	0.0116393703674045
ATF6	ACER3	0.0116368291050791
ATF6B	ANXA2	0.0116298441590292
ATF2	ARHGEF9	0.0116208425215529
ARID2	AGL	0.0116195225038318
ATF6B	ACTR3	0.0116175563137727
ATF2	ANKRD18CP	0.0116167738643206
BACH1	ATG101	0.0116165691611464
AR	ACTN1	0.0116031229573351
ATF1	ATG14	0.0115966922680329
ARID2	BBIP1	0.011582375208063
ATF1	AAR2	0.0115753266118913
ATF3	AGA	0.0115693318091841
ATF2	ASUN	0.0115640605309278
ARID2	ADIPOR2	0.0115416522988266
ARID3A	BBIP1	0.0115356641269709
BACH1	AMMECR1L	0.011535324114152
ATF6	ASIC2	0.011531866341565
ATF3	ATP6AP2	0.0115281299472495
ARID3A	AASDHPPT	0.0115278491575457
ARID2	ARHGAP5	0.0115128907095043
ARID3B	AC004076.9	0.0115117518074231
ARID3A	AC074289.1	0.0115100934792422
ATF2	ADAM17	0.0115080399925586
ATF1	ALDH2	0.0114866782517769
ARID3A	ADAMTS7	0.0114842431207684
ARID3A	ATG5	0.0114826583682935
AR	ARHGAP11B	0.0114692037576615
ARID3B	ATP6AP2	0.0114664364603219
ATF6B	AK6	0.0114580249890822
ARID3B	ATP13A1	0.0114579663209751
ATF2	AP000304.12	0.0114566105616904
BACH1	AC004967.7	0.0114528872775692
AR	ADAMTS1	0.0114527757400332
AR	ATP6V1D	0.0114510833650311
BBX	APC	0.0114350980500901
ARID2	BAZ1A	0.0114335872895565
AR	AMD1	0.011411243814133
ARID3B	AHSA2	0.0114059716652189
ARID2	ANKRD18B	0.0114037706071109
ATF6	ARHGEF9	0.0114033870761312
ARID3B	ARL5B	0.0114010970248415
ARID3A	ARRB2	0.0113881684244679
ARNT2	ABHD17B	0.0113788185777802
ATF6	BCAS3	0.0113753657975342
ARNT2	AC073071.1	0.0113468576116665
ATF2	ADSL	0.0113406377297172
ATF6B	APBB3	0.0113356110353798
BBX	ANOS2P	0.0113297843061302
ATF1	AVL9	0.0113272741473495
ARID3B	AGAP6	0.0113143224162977
BACH1	ANAPC13	0.0112784858735248
ARNT2	AKIP1	0.0112696368319731
BACH1	ARRB2	0.0112520732079
ATF2	ATG4B	0.0112514507924675
ARID3B	ARMCX2	0.0112496763481139
ATF6	ACVR2A	0.0112487686999505
ARID3A	ARL17B	0.0112374827971112
ARID3B	AP5M1	0.0112337082613508
AR	ANKRD9	0.011230600948247
ATF3	ATP5A1	0.0112170499196077
ATF6B	ADI1	0.0112040345805004
ATF1	AP1M2	0.0111847884403007
BBX	ANKRD37	0.0111835751967146
BBX	ACTN3	0.0111683860741614
ATF1	BAD	0.0111610128927219
ATF6	ARHGAP1	0.0111516815777775
ARID3A	ATP13A3	0.0111508744150639
ATF2	ACO2	0.0111448922393739
BBX	ARPC1A	0.0111441191207932
ATF1	BAZ1A	0.0111386866891167
BBX	AKAP13	0.0111300582877584
ATF6	B3GALT6	0.0111240274292793
ARID3B	BBIP1	0.011122458036599
AR	ATP11C	0.0111217407305995
ARID3B	AK6	0.0111146106195166
ARID3B	BAG6	0.0111054373433362
ARID2	ASXL2	0.0111047993965099
ATF6B	ATG14	0.0110934372566684
ATF6B	AMMECR1L	0.0110911638731316
BACH1	ARHGAP21	0.0110829655621128
ARID3A	ATPAF1	0.0110829649448827
BACH1	ALG6	0.0110780756107642
ARID3B	ASUN	0.0110713558843909
ATF3	ADAMTS19	0.011063182779071
BBX	ATOX1	0.0110593470134814
ARID2	B3GNT7	0.0110453119781387
ATF6B	BCAS2	0.011039301870083
ATF1	ACBD3	0.0110392472420688
BACH1	ASCC2	0.0110390679942303
ATF6B	AAR2	0.0110370931183501
BACH1	ATF7IP	0.0110302998237222
BACH1	AKIRIN2	0.0110301402349578
AR	B4GALNT4	0.0110283408964659
BACH1	ATP13A3	0.0110267083465711
ARID2	ANXA6	0.0110197549891118
ARID3B	AIFM1	0.0110175532523191
ATF2	AIF1L	0.0110168673443371
ATF2	ARL14EP	0.011014523900268
ARID3A	B3GAT3	0.0110078851148168
ARID3B	ADAM23	0.0110074265144755
ARID3A	AIMP2	0.0110032698870688
ATF6	ALCAM	0.0110029996408868
ARID2	AP002954.4	0.0109981616293475
ATF3	AAMDC	0.0109965873049811
ATF3	AFG3L1P	0.0109963518180176
ARID3A	ADAMTS20	0.0109886684424367
AR	ACLY	0.0109822503830169
ARID3A	ANAPC13	0.0109798263165912
ARID3B	ARFGAP1	0.010978572735493
ATF3	ARVCF	0.0109751962252895
ATF6B	ADAMTS20	0.010972474604704
ARNT2	ATP5J	0.0109678591878927
ARID3B	ACAT2	0.0109486750034006
BBX	ADPRHL2	0.0109446381142692
ATF1	ARSB	0.0109426258565147
ATF6B	ALG6	0.0109368083596886
ATF6	ARL4A	0.0109345239570732
ATF2	ASAH1	0.0109244120665267
ARID3B	ALPL	0.0109229182202615
ATF3	AZI2	0.0109221829161744
AR	AKT2	0.0109038738872732
ARID2	AC005682.5	0.0109002841257768
ATF6B	ANAPC13	0.0108968429980385
ATF3	ARHGEF11	0.010884633189026
ARID3B	ARHGAP5	0.0108830349613973
BBX	ANP32B	0.0108808550541572
BACH1	APIP	0.0108656300914126
BACH1	ALG13	0.0108632514606163
ATF6	ARHGAP23	0.0108625379365136
BACH1	ARHGAP32	0.0108517156853794
ARID2	ATP13A1	0.0108451950562522
ARID2	ATG101	0.0108392581768817
ATF6	BBS7	0.0108344921750024
ARID3A	AUH	0.0108265531979893
AR	AAMDC	0.0108257874613923
ARID3A	ARL4C	0.0108168335382575
BACH1	ADCY1	0.0108026658054094
ATF6B	ACAA2	0.0108026243468654
AR	ATP1A1	0.0107963733321778
ARID3B	ATPAF1	0.0107921387253737
ATF6B	AP3M2	0.0107920997571
ATF3	ANKRD9	0.0107852979975043
BBX	B4GAT1	0.0107799113674388
ARID3B	ADAMTS7	0.0107677396610053
AR	ARHGEF10	0.0107673078490024
AR	ARID3B	0.0107664958362358
BACH1	ANKRD37	0.0107622153454294
ATF6	ANK2	0.0107554425751164
ATF6B	AP2S1	0.0107547205921599
ATF6B	AKIRIN2	0.0107516276250309
ATF6B	AC005042.4	0.0107420863672394
AR	ARHGAP5	0.0107417465558407
ATF1	ASCC2	0.0107392089345394
AR	ANAPC4	0.0107355328184882
ATF1	AGPAT1	0.0107346788154893
ATF6B	AIDA	0.0107161190534709
ATF2	ATPAF1	0.0107079747405071
ATF1	ANKFY1	0.0106977525764835
ATF6B	ADGRL2	0.0106944477756578
BBX	ACOXL	0.0106903389140683
ATF6B	AUH	0.010687350889936
ARID3B	ARRB2	0.0106826576068385
BACH1	B3GNT5	0.0106723281357296
AR	ARMC1	0.0106615879368642
ARID3A	AKR7A2	0.0106558593341472
ATF2	ALDH9A1	0.0106473918985088
ARID3A	ATF7IP	0.0106465298207866
ATF6B	AIM1	0.0106412373690733
ARID3B	ASCC3	0.0106398336916802
BACH1	AIG1	0.010634205276462
ATF2	ARMT1	0.0106325547294805
ATF2	ADAM10	0.0106300410444908
ARID3A	ADH5	0.0106271404688486
ARID3A	ATE1	0.0106217050834774
ARID2	ARMCX3	0.0106188340090321
ATF6B	AIMP2	0.0105977069811905
ARID3B	ACO2	0.0105892059983957
AR	ATP6V1G1	0.010587278962701
ATF6	ATG16L1	0.0105847481209633
ARID3B	AC074289.1	0.0105686573436567
ATF3	ART5	0.010562379475505
ATF1	AIDA	0.0105622752706085
ATF3	ARIH2	0.010560108069159
ATF1	AIG1	0.0105570788581124
ARID3B	ACTR3B	0.0105496354918854
ARID3B	ACAA1	0.0105484129818818
BACH1	AMBRA1	0.0105453109102524
BACH1	AFF4	0.0105316720230068
ARID3A	ARID1A	0.0105248421358299
BACH1	ASL	0.0105231193856019
BACH1	ARMC10	0.0105170209985192
BBX	APTX	0.0105152953317048
ARID2	ARHGEF9	0.0105143973004269
ARID2	ADAMTS7	0.0105098199507702
ATF3	ATOX1	0.0105076620531366
ARID3B	BAG1	0.0104928466819213
BBX	ASF1B	0.0104864358991549
AR	BCAT1	0.0104855227467429
ARNT2	ACTN4	0.0104847534457837
ATF3	ACSL3	0.0104841205757854
ARID3A	ANKRD26	0.010471973081244
ATF6B	ASB13	0.0104575933409447
ATF6B	ATP13A3	0.0104516049496067
ATF6B	AGTRAP	0.0104508154478896
ATF2	ACTN1	0.0104459413769577
BACH1	ADD1	0.0104418993456976
BACH1	ATP6V1F	0.0104276348735932
ARID3A	ARHGAP17	0.0104267955799672
ATF3	ASPM	0.0104250075925917
ATF2	ARRB2	0.0104114866935421
ARID2	BAG1	0.0104061197740183
ARID3A	AP3M1	0.0104019946890122
ATF1	ADAM10	0.0103977916625741
BACH1	ARHGEF11	0.010395604666288
